,temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2021-01-03 20:00:00,1.28,94.05,0.0,0.0,0.0,318.6,1.45,26.0,97650.0
2021-01-03 21:00:00,1.03,96.65,0.0,0.0,0.0,319.0,1.17,2.0,97601.0
2021-01-03 22:00:00,0.83,98.4,0.0,0.0,0.0,319.4,0.76,357.0,97553.0
2021-01-03 23:00:00,0.69,99.3,0.0,0.0,0.0,319.6,0.55,352.0,97524.0
2021-01-04 00:00:00,0.64,99.45,0.0,0.0,0.0,319.2,0.48,350.0,97398.0
2021-01-04 01:00:00,0.74,99.15,0.0,0.0,0.0,318.05,0.69,6.0,97291.0
2021-01-04 02:00:00,0.66,99.3,0.0,0.0,0.0,318.2,1.1,19.0,97204.0
2021-01-04 03:00:00,0.52,99.05,0.0,0.0,0.0,314.6,1.38,20.0,97136.0
2021-01-04 04:00:00,0.36,97.85,0.0,0.0,0.0,311.6,1.38,25.0,97078.0
2021-01-04 05:00:00,0.26,96.95,0.0,0.0,0.0,312.4,1.17,34.0,97039.0
2021-01-04 06:00:00,0.02,97.4,0.0,0.0,0.0,308.6,1.03,34.0,97000.0
2021-01-04 07:00:00,-0.27,96.7,0.0,0.0,0.0,309.0,1.03,61.0,96981.0
2021-01-04 08:00:00,-0.33,96.95,99.0,357.22,49.0,296.8,0.97,64.0,96952.0
2021-01-04 09:00:00,0.03,96.2,192.0,331.39,107.0,296.2,1.03,52.0,96942.0
2021-01-04 10:00:00,0.83,92.75,145.0,20.78,138.0,280.4,1.52,56.0,96913.0
2021-01-04 11:00:00,1.64,87.5,93.0,0.0,93.0,303.6,1.59,59.0,96923.0
2021-01-04 12:00:00,2.11,85.2,123.0,2.7,122.0,298.8,1.59,62.0,96836.0
2021-01-04 13:00:00,2.67,82.5,114.0,6.23,112.0,297.0,1.72,71.0,96748.0
2021-01-04 14:00:00,2.76,82.25,80.0,4.32,79.0,280.6,1.66,68.0,96748.0
2021-01-04 15:00:00,2.31,84.45,51.0,102.53,40.0,266.6,1.79,72.0,96777.0
2021-01-04 16:00:00,1.38,89.1,0.0,0.0,0.0,251.0,1.52,82.0,96797.0
2021-01-04 17:00:00,0.47,93.85,0.0,0.0,0.0,247.8,1.31,80.0,96816.0
2021-01-04 18:00:00,-0.28,97.0,0.0,0.0,0.0,250.8,1.1,82.0,96787.0
2021-01-04 19:00:00,-0.19,96.6,0.0,0.0,0.0,257.2,1.03,99.0,96797.0
2021-01-04 20:00:00,-0.77,97.45,0.0,0.0,0.0,267.2,0.83,79.0,96787.0
2021-01-04 21:00:00,-0.9,97.85,0.0,0.0,0.0,264.6,0.69,54.0,96777.0
2021-01-04 22:00:00,-1.1,98.6,0.0,0.0,0.0,258.0,0.69,55.0,96748.0
2021-01-04 23:00:00,-0.95,98.6,0.0,0.0,0.0,263.2,0.55,68.0,96836.0
2021-01-05 00:00:00,-1.28,98.25,0.0,0.0,0.0,257.6,0.62,72.0,96787.0
2021-01-05 01:00:00,-1.7,97.6,0.0,0.0,0.0,259.0,0.69,66.0,96787.0
2021-01-05 02:00:00,-1.8,97.15,0.0,0.0,0.0,268.2,0.83,70.0,96816.0
2021-01-05 03:00:00,-1.82,96.75,0.0,0.0,0.0,271.6,1.03,82.0,96836.0
2021-01-05 04:00:00,-2.0,96.85,0.0,0.0,0.0,265.2,1.1,71.0,96787.0
2021-01-05 05:00:00,-2.52,97.1,0.0,0.0,0.0,249.6,1.1,55.0,96816.0
2021-01-05 06:00:00,-2.44,97.45,0.0,0.0,0.0,253.8,0.9,52.0,96865.0
2021-01-05 07:00:00,-1.07,94.9,0.0,0.0,0.0,272.0,0.83,55.0,96913.0
2021-01-05 08:00:00,-1.07,96.25,68.0,78.25,57.0,270.8,0.9,47.0,96971.0
2021-01-05 09:00:00,0.61,92.3,89.0,3.88,88.0,272.0,0.9,60.0,97049.0
2021-01-05 10:00:00,1.55,89.15,179.0,68.0,156.0,262.2,0.76,38.0,97088.0
2021-01-05 11:00:00,2.65,84.55,242.0,153.68,184.0,266.0,1.17,22.0,97097.0
2021-01-05 12:00:00,3.61,80.75,51.0,0.0,51.0,276.0,1.31,29.0,97020.0
2021-01-05 13:00:00,4.07,79.15,121.0,9.28,118.0,297.2,1.45,40.0,96952.0
2021-01-05 14:00:00,4.09,79.4,52.0,0.0,52.0,296.0,1.52,56.0,96971.0
2021-01-05 15:00:00,3.73,81.7,35.0,9.11,34.0,288.0,1.38,65.0,97020.0
2021-01-05 16:00:00,3.03,85.95,0.0,0.0,0.0,290.0,0.69,38.0,97029.0
2021-01-05 17:00:00,2.66,88.25,0.0,0.0,0.0,313.0,0.76,3.0,97097.0
2021-01-05 18:00:00,2.25,91.5,0.0,0.0,0.0,309.0,0.69,346.0,97107.0
2021-01-05 19:00:00,2.45,92.8,0.0,0.0,0.0,325.0,0.55,18.0,97136.0
2021-01-05 20:00:00,2.43,92.8,0.0,0.0,0.0,325.0,0.62,16.0,97117.0
2021-01-05 21:00:00,2.41,92.9,0.0,0.0,0.0,328.4,0.41,36.0,97136.0
2021-01-05 22:00:00,2.44,92.75,0.0,0.0,0.0,329.6,0.62,58.0,97185.0
2021-01-05 23:00:00,2.41,93.05,0.0,0.0,0.0,325.6,0.62,66.0,97223.0
2021-01-06 00:00:00,2.32,94.45,0.0,0.0,0.0,324.8,0.07,62.0,97194.0
2021-01-06 01:00:00,2.22,94.4,0.0,0.0,0.0,325.65,0.34,287.0,97146.0
2021-01-06 02:00:00,2.23,95.3,0.0,0.0,0.0,331.4,0.41,269.0,97175.0
2021-01-06 03:00:00,2.11,96.75,0.0,0.0,0.0,321.0,0.55,235.0,97155.0
2021-01-06 04:00:00,1.94,97.95,0.0,0.0,0.0,304.6,0.69,220.0,97107.0
2021-01-06 05:00:00,1.73,99.0,0.0,0.0,0.0,303.6,0.62,215.0,97107.0
2021-01-06 06:00:00,1.68,98.8,0.0,0.0,0.0,292.2,0.41,211.0,97088.0
2021-01-06 07:00:00,2.53,94.75,0.0,0.0,0.0,310.4,0.55,209.0,97117.0
2021-01-06 08:00:00,2.3,96.05,119.0,672.27,24.0,289.6,0.62,232.0,97107.0
2021-01-06 09:00:00,3.25,94.55,246.0,789.19,42.0,276.8,0.69,267.0,97146.0
2021-01-06 10:00:00,5.0,82.8,345.0,895.13,41.0,280.0,0.9,281.0,97068.0
2021-01-06 11:00:00,5.83,76.35,397.0,970.59,29.0,277.0,0.62,279.0,97020.0
2021-01-06 12:00:00,6.73,69.1,391.0,966.88,29.0,285.6,0.28,280.0,96981.0
2021-01-06 13:00:00,7.06,66.6,325.0,862.77,44.0,290.6,0.41,293.0,96981.0
2021-01-06 14:00:00,7.08,66.45,205.0,605.04,62.0,289.8,0.48,303.0,97000.0
2021-01-06 15:00:00,6.6,71.2,87.0,595.83,20.0,292.8,0.34,288.0,97020.0
2021-01-06 16:00:00,5.99,72.35,0.0,0.0,0.0,278.6,0.34,207.0,97010.0
2021-01-06 17:00:00,4.28,81.95,0.0,0.0,0.0,271.0,0.9,163.0,97020.0
2021-01-06 18:00:00,4.44,79.7,0.0,0.0,0.0,261.4,0.69,149.0,97010.0
2021-01-06 19:00:00,3.13,84.3,0.0,0.0,0.0,238.2,0.97,133.0,97049.0
2021-01-06 20:00:00,2.29,87.15,0.0,0.0,0.0,239.4,0.9,132.0,97029.0
2021-01-06 21:00:00,1.01,89.7,0.0,0.0,0.0,237.2,1.17,157.0,97039.0
2021-01-06 22:00:00,0.29,90.3,0.0,0.0,0.0,236.0,1.24,160.0,97097.0
2021-01-06 23:00:00,-0.09,90.9,0.0,0.0,0.0,238.8,1.03,142.0,97126.0
2021-01-07 00:00:00,-0.24,90.9,0.0,0.0,0.0,235.4,0.83,136.0,97107.0
2021-01-07 01:00:00,-0.63,91.95,0.0,0.0,0.0,236.4,0.83,130.0,97068.0
2021-01-07 02:00:00,-0.37,92.3,0.0,0.0,0.0,258.4,0.55,121.0,97126.0
2021-01-07 03:00:00,-0.36,93.25,0.0,0.0,0.0,267.8,0.34,88.0,97155.0
2021-01-07 04:00:00,-0.32,93.0,0.0,0.0,0.0,281.6,0.21,73.0,97165.0
2021-01-07 05:00:00,-0.32,93.3,0.0,0.0,0.0,286.2,0.34,37.0,97117.0
2021-01-07 06:00:00,-0.29,93.5,0.0,0.0,0.0,295.8,0.48,58.0,97223.0
2021-01-07 07:00:00,0.51,89.35,0.0,0.0,0.0,302.2,0.55,40.0,97214.0
2021-01-07 08:00:00,0.41,92.9,55.0,28.14,51.0,293.6,0.83,46.0,97243.0
2021-01-07 09:00:00,2.33,86.5,157.0,142.49,120.0,306.8,1.1,48.0,97291.0
2021-01-07 10:00:00,3.62,84.5,289.0,471.95,128.0,301.2,1.17,48.0,97311.0
2021-01-07 11:00:00,4.92,82.25,241.0,144.35,186.0,300.4,1.03,23.0,97243.0
2021-01-07 12:00:00,5.52,82.45,211.0,84.98,179.0,308.6,1.31,14.0,97136.0
2021-01-07 13:00:00,5.76,84.5,293.0,591.25,99.0,304.4,1.66,17.0,97059.0
2021-01-07 14:00:00,5.56,87.05,223.0,774.19,38.0,326.6,1.72,29.0,97126.0
2021-01-07 15:00:00,5.35,86.1,86.0,520.99,26.0,322.6,1.79,39.0,97146.0
2021-01-07 16:00:00,4.5,88.75,0.0,0.0,0.0,319.8,1.59,55.0,97243.0
2021-01-07 17:00:00,3.7,91.4,0.0,0.0,0.0,307.6,1.38,66.0,97301.0
2021-01-07 18:00:00,2.98,94.7,0.0,0.0,0.0,298.0,0.9,69.0,97340.0
2021-01-07 19:00:00,2.72,95.15,0.0,0.0,0.0,309.8,0.62,73.0,97398.0
2021-01-07 20:00:00,2.34,94.4,0.0,0.0,0.0,287.2,0.41,105.0,97407.0
2021-01-07 21:00:00,1.67,97.9,0.0,0.0,0.0,278.4,0.41,129.0,97417.0
2021-01-07 22:00:00,1.02,99.25,0.0,0.0,0.0,282.4,0.62,89.0,97504.0
2021-01-07 23:00:00,0.75,99.05,0.0,0.0,0.0,272.6,0.62,81.0,97514.0
2021-01-08 00:00:00,-0.2,98.95,0.0,0.0,0.0,255.8,0.83,82.0,97543.0
2021-01-08 01:00:00,-0.82,98.65,0.0,0.0,0.0,259.0,0.83,73.0,97456.0
2021-01-08 02:00:00,-1.24,98.35,0.0,0.0,0.0,260.0,0.83,54.0,97456.0
2021-01-08 03:00:00,-1.49,97.7,0.0,0.0,0.0,268.8,0.9,66.0,97437.0
2021-01-08 04:00:00,-1.43,97.45,0.0,0.0,0.0,272.6,0.97,80.0,97427.0
2021-01-08 05:00:00,-1.59,97.35,0.0,0.0,0.0,267.8,0.97,102.0,97485.0
2021-01-08 06:00:00,-1.7,97.25,0.0,0.0,0.0,268.8,0.9,112.0,97543.0
2021-01-08 07:00:00,-0.17,96.35,0.0,0.0,0.0,277.2,0.55,54.0,97621.0
2021-01-08 08:00:00,0.36,96.65,82.0,160.7,59.0,283.6,0.48,25.0,97660.0
2021-01-08 09:00:00,1.75,97.35,150.0,114.96,120.0,273.8,0.48,11.0,97747.0
2021-01-08 10:00:00,3.36,94.55,125.0,5.83,123.0,280.4,0.97,20.0,97834.0
2021-01-08 11:00:00,4.78,90.75,74.0,0.0,74.0,285.6,1.31,34.0,97805.0
2021-01-08 12:00:00,5.67,86.6,148.0,10.56,144.0,274.8,1.45,43.0,97795.0
2021-01-08 13:00:00,6.1,83.55,35.0,0.0,35.0,283.0,1.52,43.0,97805.0
2021-01-08 14:00:00,6.0,83.6,45.0,0.0,45.0,281.6,1.59,30.0,97834.0
2021-01-08 15:00:00,5.62,85.05,11.0,0.0,11.0,291.2,1.59,18.0,97882.0
2021-01-08 16:00:00,4.78,89.35,0.0,0.0,0.0,295.2,1.03,2.0,97892.0
2021-01-08 17:00:00,3.77,95.25,0.0,0.0,0.0,292.0,1.03,345.0,97931.0
2021-01-08 18:00:00,2.98,98.05,0.0,0.0,0.0,291.0,1.1,328.0,97960.0
2021-01-08 19:00:00,2.43,98.95,0.0,0.0,0.0,313.0,0.9,6.0,97950.0
2021-01-08 20:00:00,2.38,99.45,0.0,0.0,0.0,315.2,1.03,349.0,97960.0
2021-01-08 21:00:00,2.42,99.2,0.0,0.0,0.0,321.8,1.03,346.0,97941.0
2021-01-08 22:00:00,2.15,99.5,0.0,0.0,0.0,308.6,0.76,324.0,98038.0
2021-01-08 23:00:00,2.07,99.45,0.0,0.0,0.0,315.6,0.97,314.0,98018.0
2021-01-09 00:00:00,1.98,99.4,0.0,0.0,0.0,312.4,1.1,308.0,98008.0
2021-01-09 01:00:00,1.96,99.3,0.0,0.0,0.0,320.85,0.97,295.0,97979.0
2021-01-09 02:00:00,1.98,99.1,0.0,0.0,0.0,323.8,1.03,289.0,97979.0
2021-01-09 03:00:00,1.96,99.05,0.0,0.0,0.0,324.0,1.03,286.0,97912.0
2021-01-09 04:00:00,1.98,99.0,0.0,0.0,0.0,325.0,0.97,272.0,97873.0
2021-01-09 05:00:00,1.92,99.1,0.0,0.0,0.0,319.4,0.83,253.0,97834.0
2021-01-09 06:00:00,1.82,99.1,0.0,0.0,0.0,317.2,0.9,240.0,97815.0
2021-01-09 07:00:00,1.7,99.05,0.0,0.0,0.0,316.6,0.34,230.0,97795.0
2021-01-09 08:00:00,1.87,98.9,33.0,0.0,33.0,313.6,0.69,276.0,97795.0
2021-01-09 09:00:00,2.35,98.15,100.0,11.43,97.0,314.2,0.9,284.0,97815.0
2021-01-09 10:00:00,3.06,96.65,165.0,37.73,152.0,314.8,1.03,275.0,97834.0
2021-01-09 11:00:00,3.73,94.3,112.0,0.0,112.0,319.4,0.97,271.0,97795.0
2021-01-09 12:00:00,4.13,93.35,162.0,15.74,156.0,321.0,0.97,263.0,97689.0
2021-01-09 13:00:00,4.44,92.1,146.0,24.0,138.0,319.8,0.9,261.0,97621.0
2021-01-09 14:00:00,4.63,91.35,66.0,0.0,66.0,324.6,0.83,264.0,97621.0
2021-01-09 15:00:00,4.43,93.2,44.0,24.82,41.0,326.2,0.9,253.0,97582.0
2021-01-09 16:00:00,4.19,95.3,0.0,0.0,0.0,327.0,1.1,255.0,97572.0
2021-01-09 17:00:00,3.88,97.4,0.0,0.0,0.0,325.0,1.1,254.0,97563.0
2021-01-09 18:00:00,3.75,98.05,0.0,0.0,0.0,327.2,1.17,242.0,97534.0
2021-01-09 19:00:00,3.23,97.9,0.0,0.0,0.0,312.6,0.97,191.0,97504.0
2021-01-09 20:00:00,2.77,98.35,0.0,0.0,0.0,298.8,0.97,182.0,97466.0
2021-01-09 21:00:00,2.31,98.6,0.0,0.0,0.0,280.8,0.69,170.0,97446.0
2021-01-09 22:00:00,2.13,98.3,0.0,0.0,0.0,283.2,0.55,123.0,97456.0
2021-01-09 23:00:00,1.42,98.9,0.0,0.0,0.0,279.4,0.83,104.0,97485.0
2021-01-10 00:00:00,0.64,99.0,0.0,0.0,0.0,271.6,0.76,79.0,97398.0
2021-01-10 01:00:00,0.35,98.55,0.0,0.0,0.0,274.6,0.62,50.0,97388.0
2021-01-10 02:00:00,0.3,97.15,0.0,0.0,0.0,274.0,0.62,78.0,97359.0
2021-01-10 03:00:00,0.09,96.4,0.0,0.0,0.0,271.8,0.69,98.0,97349.0
2021-01-10 04:00:00,-0.21,95.75,0.0,0.0,0.0,266.2,0.76,86.0,97320.0
2021-01-10 05:00:00,-0.23,96.45,0.0,0.0,0.0,281.8,0.69,83.0,97272.0
2021-01-10 06:00:00,-0.44,95.95,0.0,0.0,0.0,268.0,0.76,81.0,97301.0
2021-01-10 07:00:00,-0.96,98.25,0.0,0.0,0.0,271.0,0.83,23.0,97301.0
2021-01-10 08:00:00,0.17,98.75,75.0,103.17,60.0,286.2,0.76,29.0,97320.0
2021-01-10 09:00:00,2.35,97.8,98.0,7.58,96.0,294.4,0.76,33.0,97320.0
2021-01-10 10:00:00,3.91,96.6,146.0,17.32,140.0,300.2,0.69,29.0,97398.0
2021-01-10 11:00:00,4.98,95.8,161.0,12.91,156.0,304.4,0.69,48.0,97301.0
2021-01-10 12:00:00,5.79,92.7,107.0,0.0,107.0,308.4,0.83,49.0,97243.0
2021-01-10 13:00:00,6.39,88.95,79.0,0.0,79.0,310.4,1.17,43.0,97185.0
2021-01-10 14:00:00,6.4,88.6,53.0,0.0,53.0,304.2,1.31,49.0,97185.0
2021-01-10 15:00:00,6.1,90.15,8.0,0.0,8.0,315.2,1.17,52.0,97185.0
2021-01-10 16:00:00,5.38,94.45,0.0,0.0,0.0,321.2,0.9,41.0,97204.0
2021-01-10 17:00:00,4.63,98.8,0.0,0.0,0.0,315.8,0.76,58.0,97243.0
2021-01-10 18:00:00,4.01,99.65,0.0,0.0,0.0,312.6,0.55,83.0,97272.0
2021-01-10 19:00:00,4.31,98.6,0.0,0.0,0.0,331.6,0.76,79.0,97272.0
2021-01-10 20:00:00,3.78,99.35,0.0,0.0,0.0,309.6,0.69,82.0,97262.0
2021-01-10 21:00:00,3.3,99.7,0.0,0.0,0.0,308.8,0.76,63.0,97233.0
2021-01-10 22:00:00,3.43,99.45,0.0,0.0,0.0,298.8,0.55,62.0,97301.0
2021-01-10 23:00:00,3.68,99.2,0.0,0.0,0.0,324.2,0.48,32.0,97252.0
2021-01-11 00:00:00,3.33,99.5,0.0,0.0,0.0,320.2,0.62,65.0,97185.0
2021-01-11 01:00:00,3.4,99.35,0.0,0.0,0.0,324.85,0.48,72.0,97117.0
2021-01-11 02:00:00,3.57,99.45,0.0,0.0,0.0,333.4,0.69,79.0,97039.0
2021-01-11 03:00:00,3.48,99.45,0.0,0.0,0.0,324.2,0.76,47.0,97000.0
2021-01-11 04:00:00,3.39,99.5,0.0,0.0,0.0,324.2,0.62,64.0,96836.0
2021-01-11 05:00:00,3.21,99.55,0.0,0.0,0.0,320.2,0.62,97.0,96816.0
2021-01-11 06:00:00,3.39,99.45,0.0,0.0,0.0,329.2,0.48,77.0,96777.0
2021-01-11 07:00:00,3.32,98.85,0.0,0.0,0.0,328.6,0.48,350.0,96729.0
2021-01-11 08:00:00,3.62,98.45,91.0,218.12,59.0,318.0,0.14,300.0,96768.0
2021-01-11 09:00:00,4.38,97.55,26.0,0.0,26.0,316.2,0.69,202.0,96739.0
2021-01-11 10:00:00,5.44,96.25,31.0,0.0,31.0,320.0,1.31,178.0,96661.0
2021-01-11 11:00:00,5.93,94.0,251.0,154.0,191.0,320.0,1.24,173.0,96584.0
2021-01-11 12:00:00,6.78,89.85,186.0,38.82,171.0,324.2,1.03,146.0,96419.0
2021-01-11 13:00:00,8.02,85.45,144.0,17.71,138.0,295.0,1.24,138.0,96351.0
2021-01-11 14:00:00,8.88,82.65,232.0,742.91,46.0,293.0,1.38,140.0,96293.0
2021-01-11 15:00:00,8.94,83.85,101.0,606.76,24.0,278.2,1.31,151.0,96302.0
2021-01-11 16:00:00,8.38,79.05,0.0,0.0,0.0,268.0,1.86,190.0,96341.0
2021-01-11 17:00:00,7.61,67.95,0.0,0.0,0.0,254.2,2.41,206.0,96438.0
2021-01-11 18:00:00,7.61,53.45,0.0,0.0,0.0,258.4,3.38,210.0,96516.0
2021-01-11 19:00:00,8.4,49.15,0.0,0.0,0.0,269.8,3.86,216.0,96574.0
2021-01-11 20:00:00,8.47,45.2,0.0,0.0,0.0,267.8,4.14,225.0,96642.0
2021-01-11 21:00:00,8.1,44.5,0.0,0.0,0.0,258.0,4.34,232.0,96739.0
2021-01-11 22:00:00,7.86,43.05,0.0,0.0,0.0,246.4,4.41,233.0,96845.0
2021-01-11 23:00:00,7.61,42.6,0.0,0.0,0.0,249.6,4.21,232.0,96865.0
2021-01-12 00:00:00,7.1,43.2,0.0,0.0,0.0,243.2,4.14,232.0,96913.0
2021-01-12 01:00:00,6.57,43.7,0.0,0.0,0.0,240.4,4.21,234.0,96942.0
2021-01-12 02:00:00,6.23,44.75,0.0,0.0,0.0,238.2,4.07,237.0,96933.0
2021-01-12 03:00:00,5.78,46.75,0.0,0.0,0.0,240.0,3.79,241.0,96933.0
2021-01-12 04:00:00,5.18,49.05,0.0,0.0,0.0,237.0,3.45,239.0,96903.0
2021-01-12 05:00:00,4.72,50.4,0.0,0.0,0.0,238.6,3.31,237.0,96971.0
2021-01-12 06:00:00,4.57,50.6,0.0,0.0,0.0,242.4,3.31,239.0,97059.0
2021-01-12 07:00:00,4.99,53.4,0.0,0.0,0.0,239.2,3.31,246.0,97107.0
2021-01-12 08:00:00,5.84,49.75,126.0,681.81,25.0,234.6,3.86,246.0,97165.0
2021-01-12 09:00:00,8.19,43.15,256.0,796.78,43.0,234.0,4.34,251.0,97233.0
2021-01-12 10:00:00,10.3,40.8,357.0,901.52,41.0,242.0,4.07,253.0,97320.0
2021-01-12 11:00:00,11.73,36.65,411.0,966.73,32.0,241.2,4.62,254.0,97340.0
2021-01-12 12:00:00,12.49,32.9,403.0,930.43,41.0,240.6,4.9,258.0,97340.0
