,temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2021-01-04 00:00:00,7.27,75.75,0.0,0.0,0.0,275.4,1.66,262.0,98293.0
2021-01-04 01:00:00,7.13,75.9,0.0,0.0,0.0,274.4,1.59,257.0,98293.0
2021-01-04 02:00:00,7.11,75.65,0.0,0.0,0.0,273.8,1.52,249.0,98302.0
2021-01-04 03:00:00,6.93,75.95,0.0,0.0,0.0,273.0,1.52,244.0,98274.0
2021-01-04 04:00:00,6.97,75.35,0.0,0.0,0.0,272.6,1.45,235.0,98254.0
2021-01-04 05:00:00,7.2,74.0,0.0,0.0,0.0,272.4,1.38,223.0,98254.0
2021-01-04 06:00:00,6.9,74.3,0.0,0.0,0.0,272.2,1.45,211.0,98274.0
2021-01-04 07:00:00,7.71,70.5,78.0,167.59,56.0,271.8,1.31,205.0,98331.0
2021-01-04 08:00:00,8.5,67.35,208.0,213.87,144.0,274.4,1.17,212.0,98369.0
2021-01-04 09:00:00,10.05,68.55,444.0,793.09,101.0,279.4,1.38,228.0,98408.0
2021-01-04 10:00:00,13.37,45.05,547.0,812.4,123.0,286.2,1.93,238.0,98369.0
2021-01-04 11:00:00,14.88,38.9,585.0,783.72,145.0,292.0,2.48,245.0,98274.0
2021-01-04 12:00:00,15.89,36.2,565.0,762.3,147.0,295.6,2.76,249.0,98207.0
2021-01-04 13:00:00,16.47,35.1,479.0,688.66,146.0,298.4,3.03,251.0,98082.0
2021-01-04 14:00:00,16.66,34.95,357.0,662.25,111.0,298.8,3.17,254.0,98092.0
2021-01-04 15:00:00,16.46,35.75,164.0,332.25,91.0,298.2,3.24,254.0,98072.0
2021-01-04 16:00:00,15.59,38.25,0.0,0.0,0.0,296.2,2.69,256.0,98082.0
2021-01-04 17:00:00,14.03,43.4,0.0,0.0,0.0,293.2,2.76,257.0,98072.0
2021-01-04 18:00:00,12.65,49.0,0.0,0.0,0.0,291.0,2.69,252.0,98082.0
2021-01-04 19:00:00,11.65,52.7,0.0,0.0,0.0,288.8,2.69,241.0,98111.0
2021-01-04 20:00:00,10.72,55.05,0.0,0.0,0.0,286.4,2.97,234.0,98101.0
2021-01-04 21:00:00,10.05,56.15,0.0,0.0,0.0,285.2,3.38,229.0,98101.0
2021-01-04 22:00:00,9.53,57.2,0.0,0.0,0.0,283.8,3.66,226.0,98063.0
2021-01-04 23:00:00,9.06,58.5,0.0,0.0,0.0,282.6,3.79,228.0,98015.0
2021-01-05 00:00:00,8.62,59.8,0.0,0.0,0.0,281.2,3.86,233.0,97986.0
2021-01-05 01:00:00,8.25,60.85,0.0,0.0,0.0,279.8,4.0,236.0,97957.0
2021-01-05 02:00:00,7.89,61.7,0.0,0.0,0.0,278.4,4.07,237.0,97929.0
2021-01-05 03:00:00,7.62,62.0,0.0,0.0,0.0,277.2,4.14,237.0,97890.0
2021-01-05 04:00:00,7.5,61.35,0.0,0.0,0.0,277.4,4.41,232.0,97842.0
2021-01-05 05:00:00,7.5,59.95,0.0,0.0,0.0,278.6,4.76,234.0,97852.0
2021-01-05 06:00:00,7.42,58.95,0.0,0.0,0.0,278.0,4.9,241.0,97890.0
2021-01-05 07:00:00,8.03,55.05,78.0,167.69,56.0,281.4,4.97,240.0,97948.0
2021-01-05 08:00:00,9.73,47.7,292.0,731.2,73.0,286.8,4.97,238.0,97957.0
2021-01-05 09:00:00,11.99,39.6,459.0,886.56,75.0,289.8,5.72,232.0,97929.0
2021-01-05 10:00:00,14.09,32.2,580.0,990.5,62.0,288.6,6.76,242.0,97881.0
2021-01-05 11:00:00,15.45,26.45,583.0,769.24,150.0,287.4,7.66,258.0,97823.0
2021-01-05 12:00:00,16.12,23.15,564.0,747.04,153.0,287.8,7.79,260.0,97746.0
2021-01-05 13:00:00,16.58,24.1,479.0,677.39,150.0,288.2,7.52,256.0,97631.0
2021-01-05 14:00:00,16.62,27.5,389.0,874.73,62.0,289.6,7.17,262.0,97622.0
2021-01-05 15:00:00,15.88,33.8,168.0,342.0,92.0,296.4,6.41,272.0,97651.0
2021-01-05 16:00:00,14.7,41.05,0.0,0.0,0.0,292.8,4.97,275.0,97641.0
2021-01-05 17:00:00,12.97,50.3,0.0,0.0,0.0,284.2,4.28,276.0,97718.0
2021-01-05 18:00:00,11.65,58.65,0.0,0.0,0.0,280.4,3.86,279.0,97737.0
2021-01-05 19:00:00,10.98,63.2,0.0,0.0,0.0,278.2,3.31,278.0,97785.0
2021-01-05 20:00:00,9.92,68.8,0.0,0.0,0.0,274.8,2.97,275.0,97794.0
2021-01-05 21:00:00,8.89,73.45,0.0,0.0,0.0,272.0,2.9,272.0,97823.0
2021-01-05 22:00:00,7.98,76.7,0.0,0.0,0.0,270.0,2.97,269.0,97785.0
2021-01-05 23:00:00,7.11,78.95,0.0,0.0,0.0,267.6,2.9,265.0,97766.0
2021-01-06 00:00:00,6.23,80.5,0.0,0.0,0.0,265.6,2.76,261.0,97746.0
2021-01-06 01:00:00,5.4,80.7,0.0,0.0,0.0,263.8,2.76,254.0,97737.0
2021-01-06 02:00:00,4.79,79.7,0.0,0.0,0.0,262.0,2.83,252.0,97718.0
2021-01-06 03:00:00,4.24,78.3,0.0,0.0,0.0,260.6,2.83,256.0,97699.0
2021-01-06 04:00:00,3.72,77.15,0.0,0.0,0.0,258.4,2.76,258.0,97699.0
2021-01-06 05:00:00,3.3,76.0,0.0,0.0,0.0,257.0,2.62,261.0,97708.0
2021-01-06 06:00:00,2.9,75.3,0.0,0.0,0.0,255.6,2.55,263.0,97727.0
2021-01-06 07:00:00,2.89,72.95,75.0,144.81,56.0,255.0,2.34,255.0,97766.0
2021-01-06 08:00:00,4.95,66.25,201.0,183.41,146.0,257.6,1.93,260.0,97814.0
2021-01-06 09:00:00,8.77,47.85,434.0,721.38,121.0,263.0,2.28,273.0,97861.0
2021-01-06 10:00:00,11.09,38.35,540.0,766.97,138.0,267.4,2.62,288.0,97833.0
2021-01-06 11:00:00,12.74,34.05,581.0,754.7,155.0,274.2,2.97,302.0,97785.0
2021-01-06 12:00:00,13.88,32.6,573.0,778.83,143.0,278.8,3.24,312.0,97699.0
2021-01-06 13:00:00,14.53,33.45,487.0,705.03,143.0,284.2,3.52,318.0,97679.0
2021-01-06 14:00:00,14.76,35.1,364.0,680.34,108.0,283.8,3.59,320.0,97670.0
2021-01-06 15:00:00,14.63,36.7,172.0,360.33,91.0,286.0,3.52,324.0,97708.0
2021-01-06 16:00:00,13.97,38.8,15.0,45.68,13.0,286.8,3.03,323.0,97756.0
2021-01-06 17:00:00,12.86,41.85,0.0,0.0,0.0,302.8,2.55,309.0,97804.0
2021-01-06 18:00:00,11.88,45.1,0.0,0.0,0.0,301.6,2.28,287.0,97861.0
2021-01-06 19:00:00,11.17,51.35,0.0,0.0,0.0,305.0,2.28,284.0,97871.0
2021-01-06 20:00:00,10.21,56.95,0.0,0.0,0.0,305.0,2.0,294.0,97900.0
2021-01-06 21:00:00,9.25,60.65,0.0,0.0,0.0,294.0,2.07,318.0,97957.0
2021-01-06 22:00:00,8.99,60.75,0.0,0.0,0.0,310.8,2.34,343.0,97948.0
2021-01-06 23:00:00,8.95,63.4,0.0,0.0,0.0,316.6,2.62,360.0,97996.0
2021-01-07 00:00:00,8.42,71.75,0.0,0.0,0.0,293.2,2.9,13.0,98005.0
2021-01-07 01:00:00,7.77,82.55,0.0,0.0,0.0,280.8,3.03,19.0,98072.0
2021-01-07 02:00:00,7.06,88.5,0.0,0.0,0.0,276.2,2.9,20.0,98063.0
2021-01-07 03:00:00,6.22,91.65,0.0,0.0,0.0,269.8,2.62,14.0,98063.0
2021-01-07 04:00:00,5.65,92.45,0.0,0.0,0.0,271.0,2.62,12.0,98072.0
2021-01-07 05:00:00,5.18,92.7,0.0,0.0,0.0,263.2,2.97,16.0,98120.0
2021-01-07 06:00:00,4.99,93.05,0.0,0.0,0.0,266.6,3.17,23.0,98226.0
2021-01-07 07:00:00,5.31,95.9,77.0,159.92,56.0,291.8,2.76,20.0,98264.0
2021-01-07 08:00:00,6.98,94.0,211.0,223.08,144.0,288.6,2.41,24.0,98341.0
2021-01-07 09:00:00,9.88,85.55,447.0,793.55,102.0,282.2,2.76,33.0,98379.0
2021-01-07 10:00:00,11.66,75.3,535.0,738.47,147.0,277.6,2.9,48.0,98360.0
2021-01-07 11:00:00,12.79,65.95,580.0,741.88,160.0,281.4,2.55,54.0,98293.0
2021-01-07 12:00:00,13.56,58.55,568.0,748.91,153.0,289.0,2.14,51.0,98235.0
2021-01-07 13:00:00,14.03,54.2,484.0,679.25,151.0,297.4,1.86,42.0,98197.0
2021-01-07 14:00:00,14.32,51.5,361.0,644.11,117.0,302.0,2.0,35.0,98168.0
2021-01-07 15:00:00,14.25,51.25,170.0,329.76,95.0,299.4,2.34,38.0,98159.0
2021-01-07 16:00:00,13.79,53.15,17.0,64.62,14.0,286.4,2.34,46.0,98187.0
2021-01-07 17:00:00,12.72,58.15,0.0,0.0,0.0,286.6,2.34,57.0,98207.0
2021-01-07 18:00:00,11.52,64.7,0.0,0.0,0.0,280.4,2.69,70.0,98254.0
2021-01-07 19:00:00,10.8,70.9,0.0,0.0,0.0,284.0,2.62,72.0,98302.0
2021-01-07 20:00:00,9.9,77.85,0.0,0.0,0.0,288.2,2.62,79.0,98341.0
2021-01-07 21:00:00,8.76,85.8,0.0,0.0,0.0,274.6,2.41,85.0,98389.0
2021-01-07 22:00:00,7.68,90.05,0.0,0.0,0.0,273.2,2.14,93.0,98379.0
2021-01-07 23:00:00,7.13,90.8,0.0,0.0,0.0,270.2,1.86,100.0,98369.0
2021-01-08 00:00:00,6.75,91.2,0.0,0.0,0.0,266.8,1.79,105.0,98360.0
2021-01-08 01:00:00,6.68,90.95,0.0,0.0,0.0,264.0,1.72,115.0,98369.0
2021-01-08 02:00:00,6.87,90.3,0.0,0.0,0.0,262.2,1.52,130.0,98389.0
2021-01-08 03:00:00,6.53,91.05,0.0,0.0,0.0,259.8,1.52,139.0,98389.0
2021-01-08 04:00:00,6.15,91.6,0.0,0.0,0.0,261.0,1.59,136.0,98389.0
2021-01-08 05:00:00,5.86,91.85,0.0,0.0,0.0,258.2,1.59,131.0,98398.0
2021-01-08 06:00:00,5.47,92.1,0.0,0.0,0.0,256.6,1.72,130.0,98475.0
2021-01-08 07:00:00,6.16,89.9,78.0,167.27,56.0,256.0,1.59,138.0,98494.0
2021-01-08 08:00:00,7.55,86.2,210.0,216.02,145.0,257.0,1.31,154.0,98561.0
2021-01-08 09:00:00,9.44,80.35,438.0,734.42,118.0,261.8,1.31,165.0,98590.0
2021-01-08 10:00:00,12.36,60.35,546.0,783.99,133.0,271.2,2.07,169.0,98580.0
2021-01-08 11:00:00,13.36,50.4,585.0,755.41,156.0,277.4,2.0,171.0,98504.0
2021-01-08 12:00:00,14.08,45.0,574.0,765.82,148.0,280.8,1.86,177.0,98408.0
2021-01-08 13:00:00,14.58,41.85,490.0,692.16,149.0,283.4,1.66,176.0,98341.0
2021-01-08 14:00:00,14.82,40.55,362.0,631.83,121.0,283.4,1.52,167.0,98312.0
2021-01-08 15:00:00,14.79,40.55,171.0,312.84,99.0,287.6,1.52,158.0,98293.0
2021-01-08 16:00:00,14.38,42.4,19.0,101.76,14.0,280.2,1.38,159.0,98283.0
2021-01-08 17:00:00,13.35,46.8,0.0,0.0,0.0,277.0,1.31,162.0,98312.0
2021-01-08 18:00:00,11.9,58.4,0.0,0.0,0.0,275.2,1.45,159.0,98360.0
2021-01-08 19:00:00,11.77,53.95,0.0,0.0,0.0,274.2,0.83,216.0,98389.0
2021-01-08 20:00:00,11.4,54.75,0.0,0.0,0.0,272.8,0.69,208.0,98408.0
2021-01-08 21:00:00,10.79,58.05,0.0,0.0,0.0,271.0,0.83,209.0,98446.0
2021-01-08 22:00:00,10.13,61.5,0.0,0.0,0.0,270.6,0.97,217.0,98427.0
2021-01-08 23:00:00,9.68,63.85,0.0,0.0,0.0,269.6,0.9,217.0,98389.0
2021-01-09 00:00:00,9.22,66.15,0.0,0.0,0.0,268.8,0.76,196.0,98389.0
2021-01-09 01:00:00,8.86,67.9,0.0,0.0,0.0,267.8,0.76,178.0,98360.0
2021-01-09 02:00:00,8.62,69.45,0.0,0.0,0.0,266.8,0.83,166.0,98331.0
2021-01-09 03:00:00,8.48,70.6,0.0,0.0,0.0,266.2,0.97,165.0,98331.0
2021-01-09 04:00:00,8.16,72.25,0.0,0.0,0.0,267.4,1.1,165.0,98293.0
2021-01-09 05:00:00,7.74,74.2,0.0,0.0,0.0,267.8,1.38,166.0,98312.0
2021-01-09 06:00:00,7.36,76.0,0.0,0.0,0.0,265.0,1.59,168.0,98322.0
2021-01-09 07:00:00,8.1,75.1,77.0,159.29,56.0,269.8,1.52,178.0,98341.0
2021-01-09 08:00:00,8.7,74.4,202.0,185.69,146.0,273.4,1.38,188.0,98379.0
2021-01-09 09:00:00,10.67,68.6,439.0,734.9,118.0,276.4,1.45,200.0,98408.0
2021-01-09 10:00:00,14.21,52.7,545.0,768.54,139.0,281.8,2.55,220.0,98408.0
2021-01-09 11:00:00,15.72,44.4,587.0,756.43,156.0,287.8,4.28,232.0,98302.0
2021-01-09 12:00:00,16.56,39.1,580.0,780.68,144.0,292.0,5.03,236.0,98226.0
2021-01-09 13:00:00,16.92,37.1,495.0,708.86,144.0,293.4,5.1,241.0,98178.0
2021-01-09 14:00:00,16.96,36.65,369.0,658.65,116.0,291.6,5.03,247.0,98149.0
2021-01-09 15:00:00,16.65,37.7,175.0,330.57,98.0,290.6,4.69,251.0,98111.0
2021-01-09 16:00:00,15.77,40.55,21.0,96.34,16.0,287.6,3.03,256.0,98101.0
2021-01-09 17:00:00,14.28,45.6,0.0,0.0,0.0,283.0,2.14,263.0,98092.0
2021-01-09 18:00:00,12.69,58.85,0.0,0.0,0.0,279.6,1.31,262.0,98139.0
2021-01-09 19:00:00,11.4,62.5,0.0,0.0,0.0,277.2,1.52,244.0,98168.0
2021-01-09 20:00:00,9.96,65.95,0.0,0.0,0.0,275.0,2.14,226.0,98216.0
2021-01-09 21:00:00,8.92,67.95,0.0,0.0,0.0,272.8,2.69,219.0,98274.0
2021-01-09 22:00:00,8.16,69.65,0.0,0.0,0.0,271.6,2.9,213.0,98226.0
2021-01-09 23:00:00,7.51,71.25,0.0,0.0,0.0,269.2,2.97,208.0,98178.0
2021-01-10 00:00:00,7.03,72.1,0.0,0.0,0.0,267.6,3.17,213.0,98159.0
2021-01-10 01:00:00,6.53,73.75,0.0,0.0,0.0,266.4,3.03,218.0,98120.0
2021-01-10 02:00:00,6.24,74.55,0.0,0.0,0.0,266.2,2.41,210.0,98082.0
2021-01-10 03:00:00,5.88,75.0,0.0,0.0,0.0,265.6,2.48,205.0,98092.0
2021-01-10 04:00:00,5.05,78.0,0.0,0.0,0.0,266.0,2.76,204.0,98053.0
2021-01-10 05:00:00,4.67,79.3,0.0,0.0,0.0,266.6,2.9,198.0,98082.0
2021-01-10 06:00:00,4.47,80.35,0.0,0.0,0.0,266.2,3.1,191.0,98092.0
2021-01-10 07:00:00,4.92,81.25,68.0,98.3,55.0,269.8,3.31,192.0,98168.0
2021-01-10 08:00:00,7.48,76.15,196.0,162.06,147.0,270.4,3.45,197.0,98216.0
2021-01-10 09:00:00,11.37,61.25,471.0,931.57,63.0,276.8,4.14,201.0,98245.0
2021-01-10 10:00:00,14.07,52.6,540.0,739.82,148.0,285.4,5.17,206.0,98216.0
2021-01-10 11:00:00,15.9,46.7,603.0,818.53,135.0,288.6,6.07,212.0,98111.0
2021-01-10 12:00:00,16.89,42.85,576.0,750.71,155.0,292.4,6.0,218.0,97996.0
2021-01-10 13:00:00,17.38,40.5,545.0,968.36,63.0,294.2,5.38,221.0,97929.0
2021-01-10 14:00:00,17.55,39.15,325.0,410.97,166.0,294.0,4.69,222.0,97900.0
2021-01-10 15:00:00,17.36,39.0,165.0,254.48,105.0,293.0,4.0,220.0,97881.0
2021-01-10 16:00:00,16.56,41.1,24.0,109.65,18.0,293.4,2.83,222.0,97871.0
2021-01-10 17:00:00,15.02,45.7,0.0,0.0,0.0,291.0,2.62,223.0,97929.0
2021-01-10 18:00:00,13.63,50.8,0.0,0.0,0.0,288.8,2.41,215.0,97957.0
2021-01-10 19:00:00,12.3,57.25,0.0,0.0,0.0,286.4,2.34,208.0,97977.0
2021-01-10 20:00:00,11.38,61.45,0.0,0.0,0.0,301.4,2.28,197.0,97996.0
2021-01-10 21:00:00,10.68,64.0,0.0,0.0,0.0,303.6,2.34,186.0,97996.0
2021-01-10 22:00:00,10.16,66.05,0.0,0.0,0.0,305.6,2.34,186.0,97948.0
2021-01-10 23:00:00,9.81,66.8,0.0,0.0,0.0,305.4,2.48,190.0,97948.0
2021-01-11 00:00:00,9.69,66.4,0.0,0.0,0.0,311.8,2.62,185.0,97900.0
2021-01-11 01:00:00,9.67,65.0,0.0,0.0,0.0,306.0,3.1,182.0,97909.0
2021-01-11 02:00:00,9.9,63.15,0.0,0.0,0.0,311.2,3.59,186.0,97881.0
2021-01-11 03:00:00,9.69,64.05,0.0,0.0,0.0,292.0,4.14,191.0,97842.0
2021-01-11 04:00:00,9.54,65.4,0.0,0.0,0.0,289.4,4.48,197.0,97823.0
2021-01-11 05:00:00,9.25,67.55,0.0,0.0,0.0,281.2,4.55,200.0,97852.0
2021-01-11 06:00:00,8.83,70.0,0.0,0.0,0.0,273.8,4.48,201.0,97871.0
2021-01-11 07:00:00,8.59,72.2,75.0,135.59,57.0,269.8,4.28,203.0,97929.0
2021-01-11 08:00:00,10.27,64.55,202.0,178.08,148.0,271.4,4.0,203.0,97996.0
2021-01-11 09:00:00,13.05,53.25,439.0,721.68,122.0,276.4,4.48,204.0,97996.0
2021-01-11 10:00:00,15.4,45.0,552.0,784.5,135.0,282.4,5.03,211.0,98005.0
2021-01-11 11:00:00,17.01,39.5,599.0,787.7,147.0,288.2,5.31,220.0,97890.0
2021-01-11 12:00:00,18.07,35.7,585.0,783.02,144.0,292.8,5.17,228.0,97833.0
2021-01-11 13:00:00,18.61,33.6,498.0,695.42,150.0,295.6,4.83,233.0,97746.0
2021-01-11 14:00:00,18.78,32.8,371.0,636.34,123.0,296.6,4.28,236.0,97737.0
2021-01-11 15:00:00,18.57,33.05,182.0,343.55,100.0,296.0,3.79,236.0,97708.0
2021-01-11 16:00:00,17.71,35.15,26.0,138.91,18.0,294.0,2.62,242.0,97718.0
2021-01-11 17:00:00,16.18,39.3,0.0,0.0,0.0,291.6,2.21,253.0,97766.0
2021-01-11 18:00:00,14.51,46.7,0.0,0.0,0.0,290.4,1.72,262.0,97785.0
2021-01-11 19:00:00,14.04,48.6,0.0,0.0,0.0,289.6,0.97,255.0,97814.0
2021-01-11 20:00:00,13.31,50.1,0.0,0.0,0.0,288.0,1.1,253.0,97842.0
2021-01-11 21:00:00,12.27,53.7,0.0,0.0,0.0,285.8,1.52,253.0,97900.0
2021-01-11 22:00:00,11.06,58.5,0.0,0.0,0.0,292.2,1.79,254.0,97919.0
2021-01-11 23:00:00,10.19,62.35,0.0,0.0,0.0,305.8,2.07,255.0,97919.0
2021-01-12 00:00:00,9.49,65.5,0.0,0.0,0.0,307.6,2.41,271.0,97871.0
2021-01-12 01:00:00,9.84,64.15,0.0,0.0,0.0,305.6,1.79,300.0,97804.0
2021-01-12 02:00:00,9.49,65.7,0.0,0.0,0.0,299.6,1.93,73.0,97737.0
2021-01-12 03:00:00,8.03,72.55,0.0,0.0,0.0,293.8,2.69,122.0,97631.0
2021-01-12 04:00:00,7.75,73.0,0.0,0.0,0.0,295.8,2.69,159.0,97689.0
2021-01-12 05:00:00,7.39,73.85,0.0,0.0,0.0,290.2,2.76,171.0,97708.0
2021-01-12 06:00:00,7.18,73.55,0.0,0.0,0.0,284.6,2.34,177.0,97766.0
2021-01-12 07:00:00,8.4,67.2,64.0,67.49,55.0,295.4,2.0,207.0,97794.0
2021-01-12 08:00:00,11.29,54.3,139.0,29.58,130.0,291.0,1.17,219.0,97814.0
2021-01-12 09:00:00,13.25,51.8,411.0,567.36,161.0,289.8,0.69,237.0,97852.0
2021-01-12 10:00:00,15.85,38.0,467.0,429.37,238.0,298.8,0.69,265.0,97861.0
2021-01-12 11:00:00,17.34,34.4,645.0,1005.22,66.0,314.0,0.97,291.0,97766.0
2021-01-12 12:00:00,18.13,32.5,572.0,710.62,170.0,307.8,1.45,315.0,97699.0
2021-01-12 13:00:00,18.6,31.05,47.0,0.0,47.0,314.8,1.72,332.0,97631.0
