,temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2021-01-02 16:00:00,7.76,92.65,0.0,0.0,0.0,318.2,2.76,214.0,97441.0
2021-01-02 17:00:00,7.25,93.35,0.0,0.0,0.0,310.2,2.83,210.0,97480.0
2021-01-02 18:00:00,6.57,94.55,0.0,0.0,0.0,289.4,2.97,210.0,97470.0
2021-01-02 19:00:00,6.6,94.3,0.0,0.0,0.0,313.6,3.03,211.0,97480.0
2021-01-02 20:00:00,6.05,95.05,0.0,0.0,0.0,289.2,3.03,213.0,97470.0
2021-01-02 21:00:00,5.8,95.25,0.0,0.0,0.0,295.0,3.1,218.0,97509.0
2021-01-02 22:00:00,5.71,95.3,0.0,0.0,0.0,305.0,3.1,222.0,97518.0
2021-01-02 23:00:00,5.65,94.65,0.0,0.0,0.0,316.8,2.97,222.0,97499.0
2021-01-03 00:00:00,5.65,93.5,0.0,0.0,0.0,318.8,2.83,218.0,97480.0
2021-01-03 01:00:00,5.48,93.85,0.0,0.0,0.0,317.65,2.69,214.0,97461.0
2021-01-03 02:00:00,5.05,95.2,0.0,0.0,0.0,315.2,2.62,213.0,97461.0
2021-01-03 03:00:00,4.89,95.35,0.0,0.0,0.0,320.6,2.62,214.0,97470.0
2021-01-03 04:00:00,4.88,93.15,0.0,0.0,0.0,324.4,2.97,218.0,97432.0
2021-01-03 05:00:00,4.69,92.45,0.0,0.0,0.0,322.2,2.9,218.0,97393.0
2021-01-03 06:00:00,4.42,94.9,0.0,0.0,0.0,319.4,2.55,210.0,97355.0
2021-01-03 07:00:00,4.7,93.45,0.0,0.0,0.0,327.4,2.14,207.0,97316.0
2021-01-03 08:00:00,4.69,94.45,27.0,11.34,26.0,328.8,2.48,205.0,97288.0
2021-01-03 09:00:00,4.79,94.0,158.0,426.18,72.0,326.0,2.69,207.0,97259.0
2021-01-03 10:00:00,5.0,89.3,199.0,251.76,128.0,317.2,3.24,207.0,97114.0
2021-01-03 11:00:00,5.39,85.35,198.0,132.97,155.0,316.0,3.45,198.0,96980.0
2021-01-03 12:00:00,5.62,83.4,147.0,30.96,137.0,317.8,3.52,192.0,96855.0
2021-01-03 13:00:00,5.84,81.0,140.0,56.93,124.0,314.0,3.93,194.0,96730.0
2021-01-03 14:00:00,5.89,80.85,103.0,84.89,86.0,306.0,3.31,187.0,96566.0
2021-01-03 15:00:00,5.77,80.65,38.0,81.24,31.0,296.0,2.76,170.0,96499.0
2021-01-03 16:00:00,5.5,78.5,0.0,0.0,0.0,300.8,2.83,163.0,96364.0
2021-01-03 17:00:00,5.41,75.75,0.0,0.0,0.0,303.4,3.03,159.0,96230.0
2021-01-03 18:00:00,5.34,74.6,0.0,0.0,0.0,306.6,3.31,164.0,96124.0
2021-01-03 19:00:00,5.64,77.55,0.0,0.0,0.0,307.4,3.52,156.0,95989.0
2021-01-03 20:00:00,5.13,83.35,0.0,0.0,0.0,314.6,4.28,174.0,95903.0
2021-01-03 21:00:00,4.56,88.7,0.0,0.0,0.0,319.6,5.1,181.0,95797.0
2021-01-03 22:00:00,3.91,95.4,0.0,0.0,0.0,322.8,5.03,185.0,95730.0
2021-01-03 23:00:00,4.58,94.5,0.0,0.0,0.0,325.8,5.03,194.0,95662.0
2021-01-04 00:00:00,4.93,95.3,0.0,0.0,0.0,328.8,5.03,202.0,95585.0
2021-01-04 01:00:00,5.34,94.65,0.0,0.0,0.0,331.45,5.1,206.0,95566.0
2021-01-04 02:00:00,5.44,95.25,0.0,0.0,0.0,332.6,5.03,207.0,95566.0
2021-01-04 03:00:00,5.28,97.4,0.0,0.0,0.0,333.8,4.97,210.0,95576.0
2021-01-04 04:00:00,5.41,98.5,0.0,0.0,0.0,337.0,3.93,220.0,95566.0
2021-01-04 05:00:00,6.05,94.9,0.0,0.0,0.0,335.4,4.69,239.0,95595.0
2021-01-04 06:00:00,6.04,91.35,0.0,0.0,0.0,330.0,4.69,244.0,95624.0
2021-01-04 07:00:00,5.32,93.95,0.0,0.0,0.0,331.2,3.86,236.0,95653.0
2021-01-04 08:00:00,4.96,95.05,53.0,236.68,32.0,329.8,3.31,227.0,95691.0
2021-01-04 09:00:00,4.89,96.25,36.0,0.0,36.0,327.8,3.38,224.0,95758.0
2021-01-04 10:00:00,4.91,97.15,51.0,0.0,51.0,330.4,3.17,220.0,95787.0
2021-01-04 11:00:00,5.19,97.15,219.0,197.0,155.0,327.0,3.17,220.0,95758.0
2021-01-04 12:00:00,5.79,92.3,284.0,526.39,113.0,321.8,2.76,217.0,95710.0
2021-01-04 13:00:00,6.57,90.1,172.0,141.28,132.0,319.4,2.9,214.0,95662.0
2021-01-04 14:00:00,7.03,90.35,93.0,49.37,83.0,324.4,3.03,207.0,95643.0
2021-01-04 15:00:00,6.21,85.75,58.0,361.24,26.0,306.8,3.59,221.0,95672.0
2021-01-04 16:00:00,5.39,88.75,0.0,0.0,0.0,276.4,2.83,209.0,95691.0
2021-01-04 17:00:00,4.83,91.2,0.0,0.0,0.0,276.8,2.83,205.0,95710.0
2021-01-04 18:00:00,4.64,92.2,0.0,0.0,0.0,287.8,2.76,198.0,95720.0
2021-01-04 19:00:00,4.17,93.2,0.0,0.0,0.0,271.8,2.62,190.0,95749.0
2021-01-04 20:00:00,3.86,93.6,0.0,0.0,0.0,267.6,2.69,190.0,95749.0
2021-01-04 21:00:00,3.78,93.6,0.0,0.0,0.0,275.4,2.62,188.0,95749.0
2021-01-04 22:00:00,3.6,93.1,0.0,0.0,0.0,266.4,2.62,190.0,95710.0
2021-01-04 23:00:00,3.86,93.1,0.0,0.0,0.0,281.8,2.9,196.0,95672.0
2021-01-05 00:00:00,4.27,94.3,0.0,0.0,0.0,301.0,3.17,203.0,95633.0
2021-01-05 01:00:00,4.48,96.25,0.0,0.0,0.0,319.85,3.17,208.0,95643.0
2021-01-05 02:00:00,4.66,96.15,0.0,0.0,0.0,325.6,3.03,216.0,95653.0
2021-01-05 03:00:00,4.76,94.7,0.0,0.0,0.0,319.8,3.24,222.0,95681.0
2021-01-05 04:00:00,4.63,93.85,0.0,0.0,0.0,310.4,3.38,218.0,95672.0
2021-01-05 05:00:00,4.53,93.15,0.0,0.0,0.0,312.8,3.31,215.0,95720.0
2021-01-05 06:00:00,4.1,94.0,0.0,0.0,0.0,315.2,3.17,211.0,95749.0
2021-01-05 07:00:00,4.37,96.5,0.0,0.0,0.0,324.6,3.17,207.0,95797.0
2021-01-05 08:00:00,4.24,97.65,40.0,78.3,33.0,328.0,3.1,203.0,95826.0
2021-01-05 09:00:00,4.59,97.1,140.0,265.19,86.0,329.8,3.24,201.0,95874.0
2021-01-05 10:00:00,5.03,92.6,143.0,56.24,127.0,325.4,4.28,213.0,95893.0
2021-01-05 11:00:00,6.01,91.75,91.0,0.0,91.0,306.8,3.45,205.0,95903.0
2021-01-05 12:00:00,6.52,91.55,124.0,9.18,121.0,320.6,3.52,202.0,95855.0
2021-01-05 13:00:00,6.13,92.35,53.0,0.0,53.0,323.2,4.21,208.0,95826.0
2021-01-05 14:00:00,6.05,91.6,148.0,322.06,82.0,325.6,4.76,214.0,95816.0
2021-01-05 15:00:00,6.0,90.6,58.0,318.33,29.0,323.6,3.93,216.0,95864.0
2021-01-05 16:00:00,5.7,89.05,0.0,0.0,0.0,310.8,3.31,211.0,95883.0
2021-01-05 17:00:00,5.13,89.5,0.0,0.0,0.0,278.8,3.17,205.0,95912.0
2021-01-05 18:00:00,4.8,89.15,0.0,0.0,0.0,278.2,3.31,203.0,95941.0
2021-01-05 19:00:00,4.43,91.95,0.0,0.0,0.0,279.0,2.55,188.0,95980.0
2021-01-05 20:00:00,4.35,92.05,0.0,0.0,0.0,284.0,2.62,191.0,96037.0
2021-01-05 21:00:00,4.18,91.45,0.0,0.0,0.0,283.8,2.83,197.0,96066.0
2021-01-05 22:00:00,4.24,90.5,0.0,0.0,0.0,295.6,2.9,197.0,96018.0
2021-01-05 23:00:00,4.17,90.35,0.0,0.0,0.0,297.2,2.9,196.0,96057.0
2021-01-06 00:00:00,4.23,90.15,0.0,0.0,0.0,309.0,2.97,196.0,96057.0
2021-01-06 01:00:00,3.98,91.35,0.0,0.0,0.0,298.8,3.1,199.0,96066.0
2021-01-06 02:00:00,3.68,91.8,0.0,0.0,0.0,300.0,3.31,203.0,96105.0
2021-01-06 03:00:00,3.32,92.5,0.0,0.0,0.0,306.4,3.66,203.0,96124.0
2021-01-06 04:00:00,2.51,97.0,0.0,0.0,0.0,307.8,3.38,202.0,96105.0
2021-01-06 05:00:00,2.09,99.25,0.0,0.0,0.0,308.0,2.55,201.0,96114.0
2021-01-06 06:00:00,2.37,97.9,0.0,0.0,0.0,315.8,2.83,203.0,96124.0
2021-01-06 07:00:00,3.29,94.6,0.0,0.0,0.0,318.6,2.9,200.0,96162.0
2021-01-06 08:00:00,3.34,94.45,49.0,166.31,34.0,310.6,2.48,195.0,96162.0
2021-01-06 09:00:00,3.7,93.5,125.0,166.07,91.0,312.6,2.28,192.0,96220.0
2021-01-06 10:00:00,4.32,89.75,166.0,115.41,133.0,308.4,2.41,195.0,96249.0
2021-01-06 11:00:00,4.86,88.25,262.0,377.75,138.0,316.6,2.21,197.0,96230.0
2021-01-06 12:00:00,5.22,87.25,48.0,0.0,48.0,320.0,2.62,209.0,96210.0
2021-01-06 13:00:00,5.27,87.6,148.0,66.06,129.0,319.0,2.9,219.0,96230.0
2021-01-06 14:00:00,4.9,91.7,24.0,0.0,24.0,310.6,2.34,211.0,96230.0
2021-01-06 15:00:00,4.65,94.85,23.0,0.0,23.0,317.4,1.93,201.0,96287.0
2021-01-06 16:00:00,4.17,97.7,0.0,0.0,0.0,323.8,2.21,200.0,96297.0
2021-01-06 17:00:00,3.99,98.5,0.0,0.0,0.0,324.6,2.14,202.0,96355.0
2021-01-06 18:00:00,3.93,98.75,0.0,0.0,0.0,321.0,2.14,205.0,96412.0
2021-01-06 19:00:00,4.36,95.2,0.0,0.0,0.0,327.0,2.14,225.0,96432.0
2021-01-06 20:00:00,4.43,95.2,0.0,0.0,0.0,326.0,2.0,221.0,96432.0
2021-01-06 21:00:00,4.31,95.45,0.0,0.0,0.0,319.2,1.86,208.0,96403.0
2021-01-06 22:00:00,4.23,94.8,0.0,0.0,0.0,317.4,2.07,201.0,96393.0
2021-01-06 23:00:00,4.03,95.8,0.0,0.0,0.0,308.0,2.34,191.0,96422.0
2021-01-07 00:00:00,3.9,96.05,0.0,0.0,0.0,301.6,2.62,194.0,96412.0
2021-01-07 01:00:00,3.74,96.35,0.0,0.0,0.0,294.8,2.69,192.0,96345.0
2021-01-07 02:00:00,3.83,96.3,0.0,0.0,0.0,304.8,2.83,188.0,96374.0
2021-01-07 03:00:00,3.95,95.8,0.0,0.0,0.0,310.2,2.83,183.0,96307.0
2021-01-07 04:00:00,4.09,94.45,0.0,0.0,0.0,316.6,3.03,173.0,96201.0
2021-01-07 05:00:00,4.17,91.65,0.0,0.0,0.0,315.8,3.17,170.0,96143.0
2021-01-07 06:00:00,4.21,88.15,0.0,0.0,0.0,306.8,3.17,170.0,96066.0
2021-01-07 07:00:00,4.18,85.3,0.0,0.0,0.0,293.4,3.52,165.0,96018.0
2021-01-07 08:00:00,4.51,83.6,27.0,10.98,26.0,302.6,4.07,171.0,95922.0
2021-01-07 09:00:00,4.71,86.4,33.0,0.0,33.0,303.8,4.62,175.0,95845.0
2021-01-07 10:00:00,4.88,88.7,35.0,0.0,35.0,318.6,5.24,180.0,95768.0
2021-01-07 11:00:00,5.24,90.65,54.0,0.0,54.0,326.6,5.1,187.0,95633.0
2021-01-07 12:00:00,5.59,92.5,62.0,0.0,62.0,328.8,5.38,206.0,95633.0
2021-01-07 13:00:00,6.03,94.25,73.0,0.0,73.0,331.4,5.31,219.0,95672.0
2021-01-07 14:00:00,6.8,95.2,58.0,0.0,58.0,339.8,4.55,224.0,95778.0
2021-01-07 15:00:00,8.02,90.55,37.0,41.48,33.0,345.8,4.41,239.0,95922.0
2021-01-07 16:00:00,8.19,87.0,0.0,0.0,0.0,306.8,4.97,256.0,96085.0
2021-01-07 17:00:00,7.64,86.05,0.0,0.0,0.0,318.4,5.17,260.0,96230.0
2021-01-07 18:00:00,7.03,84.15,0.0,0.0,0.0,301.4,4.55,253.0,96393.0
2021-01-07 19:00:00,5.95,85.2,0.0,0.0,0.0,268.0,3.66,256.0,96528.0
2021-01-07 20:00:00,5.53,85.85,0.0,0.0,0.0,280.4,3.45,247.0,96614.0
2021-01-07 21:00:00,5.25,86.3,0.0,0.0,0.0,281.6,3.31,243.0,96691.0
2021-01-07 22:00:00,4.97,87.25,0.0,0.0,0.0,278.6,3.17,238.0,96730.0
2021-01-07 23:00:00,4.83,88.1,0.0,0.0,0.0,284.6,3.17,235.0,96778.0
2021-01-08 00:00:00,4.65,88.8,0.0,0.0,0.0,286.6,3.03,232.0,96855.0
2021-01-08 01:00:00,4.39,90.15,0.0,0.0,0.0,283.8,2.55,226.0,96884.0
2021-01-08 02:00:00,4.22,91.35,0.0,0.0,0.0,293.4,2.21,217.0,96874.0
2021-01-08 03:00:00,3.99,92.7,0.0,0.0,0.0,294.0,2.07,208.0,96912.0
2021-01-08 04:00:00,3.71,94.1,0.0,0.0,0.0,287.4,2.0,201.0,96912.0
2021-01-08 05:00:00,3.53,94.8,0.0,0.0,0.0,287.2,1.86,196.0,96922.0
2021-01-08 06:00:00,3.14,95.7,0.0,0.0,0.0,274.8,1.72,184.0,96941.0
2021-01-08 07:00:00,2.92,95.6,0.0,0.0,0.0,290.0,1.38,144.0,96912.0
2021-01-08 08:00:00,2.84,96.3,39.0,65.12,33.0,289.2,1.38,124.0,96884.0
2021-01-08 09:00:00,3.82,95.45,112.0,101.31,91.0,287.0,1.17,119.0,96893.0
2021-01-08 10:00:00,5.07,92.4,150.0,65.71,131.0,293.8,1.24,129.0,96836.0
2021-01-08 11:00:00,6.32,87.1,105.0,0.0,105.0,297.0,1.66,134.0,96787.0
2021-01-08 12:00:00,7.34,81.35,161.0,42.01,147.0,295.6,2.0,135.0,96662.0
2021-01-08 13:00:00,7.64,79.6,114.0,13.67,110.0,309.2,1.93,131.0,96595.0
2021-01-08 14:00:00,7.46,81.75,20.0,0.0,20.0,317.6,1.59,113.0,96605.0
2021-01-08 15:00:00,6.98,85.7,47.0,100.77,37.0,327.6,1.79,101.0,96595.0
2021-01-08 16:00:00,6.35,90.5,0.0,0.0,0.0,327.0,1.93,105.0,96557.0
2021-01-08 17:00:00,6.17,91.2,0.0,0.0,0.0,332.4,1.86,110.0,96566.0
2021-01-08 18:00:00,6.06,91.65,0.0,0.0,0.0,333.4,1.93,114.0,96557.0
2021-01-08 19:00:00,6.13,90.3,0.0,0.0,0.0,328.8,1.79,121.0,96537.0
2021-01-08 20:00:00,6.0,91.4,0.0,0.0,0.0,328.4,1.72,124.0,96537.0
2021-01-08 21:00:00,5.77,92.2,0.0,0.0,0.0,322.0,1.72,130.0,96518.0
2021-01-08 22:00:00,5.68,92.9,0.0,0.0,0.0,324.8,1.59,134.0,96537.0
2021-01-08 23:00:00,5.52,93.8,0.0,0.0,0.0,322.6,1.59,134.0,96537.0
2021-01-09 00:00:00,5.36,94.8,0.0,0.0,0.0,321.4,1.24,136.0,96537.0
2021-01-09 01:00:00,5.16,95.65,0.0,0.0,0.0,318.65,0.76,100.0,96537.0
2021-01-09 02:00:00,4.9,96.05,0.0,0.0,0.0,320.6,0.83,56.0,96547.0
2021-01-09 03:00:00,4.57,96.0,0.0,0.0,0.0,309.4,0.83,62.0,96566.0
2021-01-09 04:00:00,4.84,95.05,0.0,0.0,0.0,316.0,0.62,77.0,96528.0
2021-01-09 05:00:00,4.72,95.5,0.0,0.0,0.0,308.8,0.62,113.0,96509.0
2021-01-09 06:00:00,4.15,97.15,0.0,0.0,0.0,306.8,0.9,137.0,96489.0
2021-01-09 07:00:00,3.85,95.6,0.0,0.0,0.0,308.2,1.52,149.0,96489.0
2021-01-09 08:00:00,4.0,96.3,44.0,96.47,35.0,307.0,1.52,166.0,96509.0
2021-01-09 09:00:00,5.41,96.45,105.0,71.85,90.0,319.4,1.52,182.0,96566.0
2021-01-09 10:00:00,6.91,94.5,82.0,0.0,82.0,334.4,2.41,202.0,96585.0
2021-01-09 11:00:00,7.53,92.85,132.0,11.97,128.0,328.4,2.97,206.0,96605.0
2021-01-09 12:00:00,8.29,91.2,106.0,0.0,106.0,309.6,3.03,205.0,96518.0
2021-01-09 13:00:00,8.85,89.25,138.0,40.65,126.0,315.4,3.1,204.0,96480.0
2021-01-09 14:00:00,9.15,87.85,103.0,55.67,91.0,341.6,3.17,208.0,96451.0
2021-01-09 15:00:00,8.9,89.95,28.0,0.0,28.0,343.2,2.48,208.0,96451.0
2021-01-09 16:00:00,8.53,92.15,0.0,0.0,0.0,343.8,2.21,201.0,96441.0
2021-01-09 17:00:00,8.28,93.55,0.0,0.0,0.0,346.2,2.21,189.0,96403.0
2021-01-09 18:00:00,7.99,94.85,0.0,0.0,0.0,333.0,2.28,181.0,96364.0
2021-01-09 19:00:00,7.25,97.25,0.0,0.0,0.0,322.8,2.21,167.0,96297.0
2021-01-09 20:00:00,7.14,94.75,0.0,0.0,0.0,315.4,2.48,166.0,96278.0
2021-01-09 21:00:00,7.12,94.55,0.0,0.0,0.0,313.0,2.9,163.0,96210.0
2021-01-09 22:00:00,7.12,94.15,0.0,0.0,0.0,306.0,3.1,172.0,96172.0
2021-01-09 23:00:00,7.26,92.45,0.0,0.0,0.0,302.4,3.52,184.0,96182.0
2021-01-10 00:00:00,7.63,91.05,0.0,0.0,0.0,315.6,4.07,196.0,96143.0
2021-01-10 01:00:00,7.92,91.1,0.0,0.0,0.0,312.45,4.48,202.0,96076.0
2021-01-10 02:00:00,7.92,90.25,0.0,0.0,0.0,308.6,4.9,204.0,96047.0
2021-01-10 03:00:00,7.94,89.5,0.0,0.0,0.0,323.2,4.97,207.0,96076.0
2021-01-10 04:00:00,7.67,88.95,0.0,0.0,0.0,313.8,5.03,212.0,96076.0
2021-01-10 05:00:00,7.06,89.8,0.0,0.0,0.0,306.2,4.97,216.0,95999.0
2021-01-10 06:00:00,6.69,89.9,0.0,0.0,0.0,295.8,4.62,216.0,96037.0
2021-01-10 07:00:00,6.57,89.1,0.0,0.0,0.0,303.8,3.72,215.0,96076.0
2021-01-10 08:00:00,6.49,90.35,34.0,21.15,32.0,304.8,3.66,211.0,96076.0
2021-01-10 09:00:00,6.71,89.3,46.0,0.0,46.0,300.2,4.28,212.0,96143.0
2021-01-10 10:00:00,7.11,89.6,133.0,34.15,123.0,306.0,4.0,207.0,96162.0
2021-01-10 11:00:00,7.45,87.75,135.0,14.86,130.0,315.0,4.21,205.0,96076.0
2021-01-10 12:00:00,7.8,87.9,84.0,0.0,84.0,304.8,3.38,194.0,95960.0
2021-01-10 13:00:00,8.16,86.0,76.0,0.0,76.0,287.8,3.45,192.0,95903.0
2021-01-10 14:00:00,7.85,83.75,85.0,18.31,81.0,306.0,4.34,206.0,95845.0
2021-01-10 15:00:00,7.09,88.8,33.0,9.51,32.0,326.2,4.34,218.0,95874.0
2021-01-10 16:00:00,6.84,90.2,0.0,0.0,0.0,331.6,4.28,221.0,95874.0
2021-01-10 17:00:00,6.89,89.6,0.0,0.0,0.0,329.2,4.55,220.0,95912.0
2021-01-10 18:00:00,6.97,87.35,0.0,0.0,0.0,316.8,4.97,224.0,95922.0
2021-01-10 19:00:00,6.81,90.85,0.0,0.0,0.0,321.0,4.34,225.0,95970.0
2021-01-10 20:00:00,6.5,89.85,0.0,0.0,0.0,303.8,4.34,227.0,96008.0
2021-01-10 21:00:00,6.45,89.55,0.0,0.0,0.0,304.6,4.07,224.0,96037.0
2021-01-10 22:00:00,6.19,90.95,0.0,0.0,0.0,296.0,3.38,215.0,96008.0
2021-01-10 23:00:00,6.14,91.85,0.0,0.0,0.0,310.2,2.97,206.0,95960.0
2021-01-11 00:00:00,5.91,93.0,0.0,0.0,0.0,304.2,2.55,195.0,95893.0
2021-01-11 01:00:00,5.59,94.05,0.0,0.0,0.0,298.0,2.0,182.0,95768.0
2021-01-11 02:00:00,5.43,95.0,0.0,0.0,0.0,309.2,1.93,166.0,95672.0
2021-01-11 03:00:00,5.35,94.8,0.0,0.0,0.0,306.8,2.0,151.0,95595.0
2021-01-11 04:00:00,5.6,93.95,0.0,0.0,0.0,322.4,2.0,141.0,95508.0
2021-01-11 05:00:00,5.73,93.4,0.0,0.0,0.0,333.2,2.41,143.0,95451.0
2021-01-11 06:00:00,5.53,94.8,0.0,0.0,0.0,332.4,2.21,132.0,95489.0
2021-01-11 07:00:00,3.5,96.6,0.0,0.0,0.0,327.0,2.14,146.0,95460.0
2021-01-11 08:00:00,3.36,97.45,44.0,83.38,36.0,325.0,2.48,149.0,95460.0
2021-01-11 09:00:00,3.74,97.65,43.0,0.0,43.0,322.2,2.28,155.0,95499.0
2021-01-11 10:00:00,4.94,95.0,30.0,0.0,30.0,326.4,4.34,187.0,95431.0
2021-01-11 11:00:00,6.76,89.65,183.0,73.79,158.0,320.6,3.31,209.0,95431.0
2021-01-11 12:00:00,7.66,82.35,180.0,67.48,157.0,300.4,6.07,220.0,95383.0
2021-01-11 13:00:00,7.71,77.85,59.0,0.0,59.0,306.2,6.34,224.0,95364.0
2021-01-11 14:00:00,7.08,76.9,125.0,117.41,99.0,283.2,6.9,232.0,95383.0
2021-01-11 15:00:00,7.02,76.0,56.0,129.4,42.0,282.6,6.41,232.0,95451.0
2021-01-11 16:00:00,6.32,80.0,0.0,0.0,0.0,298.6,6.21,234.0,95489.0
2021-01-11 17:00:00,5.96,82.15,0.0,0.0,0.0,305.2,5.52,232.0,95595.0
2021-01-11 18:00:00,5.45,86.4,0.0,0.0,0.0,307.2,5.79,230.0,95701.0
2021-01-11 19:00:00,5.25,85.0,0.0,0.0,0.0,290.4,5.03,227.0,95778.0
2021-01-11 20:00:00,5.19,84.15,0.0,0.0,0.0,296.2,5.17,221.0,95826.0
2021-01-11 21:00:00,4.99,85.0,0.0,0.0,0.0,302.4,5.45,217.0,95816.0
2021-01-11 22:00:00,4.86,87.05,0.0,0.0,0.0,319.8,5.52,214.0,95730.0
2021-01-11 23:00:00,4.85,88.25,0.0,0.0,0.0,315.8,6.0,224.0,95797.0
2021-01-12 00:00:00,5.1,88.55,0.0,0.0,0.0,316.4,6.0,232.0,95912.0
2021-01-12 01:00:00,5.1,88.85,0.0,0.0,0.0,321.25,5.45,236.0,95951.0
2021-01-12 02:00:00,4.93,90.5,0.0,0.0,0.0,324.6,4.9,234.0,95970.0
2021-01-12 03:00:00,4.54,93.55,0.0,0.0,0.0,321.0,4.62,235.0,96008.0
2021-01-12 04:00:00,4.31,94.95,0.0,0.0,0.0,327.0,3.93,239.0,96047.0
2021-01-12 05:00:00,4.33,93.9,0.0,0.0,0.0,326.0,4.07,245.0,96153.0
2021-01-12 06:00:00,4.56,90.95,0.0,0.0,0.0,324.4,4.9,251.0,96278.0
2021-01-12 07:00:00,4.05,94.35,0.0,0.0,0.0,323.8,4.07,251.0,96403.0
2021-01-12 08:00:00,4.17,94.65,31.0,10.26,30.0,315.8,4.07,249.0,96528.0
2021-01-12 09:00:00,4.43,93.35,94.0,32.73,87.0,318.4,5.31,254.0,96624.0
2021-01-12 10:00:00,5.08,88.35,79.0,0.0,79.0,295.2,4.48,251.0,96739.0
2021-01-12 11:00:00,5.52,91.35,224.0,178.75,163.0,323.0,3.79,237.0,96739.0
2021-01-12 12:00:00,5.73,90.95,194.0,93.15,162.0,320.4,4.83,239.0,96739.0
2021-01-12 13:00:00,5.67,86.45,154.0,59.26,136.0,316.0,5.24,240.0,96720.0
